nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0374189,Alan Heim,1936,NA,"editor,sound_department,music_department","tt0120586,tt0078754,tt0074958,tt0079261"
nm0000411,Edward Furlong,1977,NA,"actor,producer,soundtrack","tt0103064,tt0107130,tt0120586,tt0165710"
nm0000350,Beverly D'Angelo,1951,NA,"actress,soundtrack,producer","tt0097958,tt0085995,tt0120586,tt0079261"
nm0000497,Jennifer Lien,1974,NA,"actress,producer,miscellaneous","tt0127385,tt0106100,tt0120586,tt0112178"
nm0443411,Tony Kaye,1952,NA,"director,cinematographer,producer","tt3258298,tt1683526,tt0841119,tt0120586"
nm0571346,David McKenna,1968,NA,"writer,producer","tt0120586,tt0208988,tt0460084,tt0257076"
nm0554204,John Morrissey,NA,NA,"producer,actor,writer","tt0285175,tt0331811,tt0118750,tt0120586"
nm0006050,Anne Dudley,1956,NA,"composer,soundtrack,music_department","tt0119164,tt3716530,tt0104036,tt1386697"
nm0338513,Gerald B. Greenberg,1936,2017,"editor,editorial_department,music_department","tt0120586,tt0078788,tt0079417,tt0067116"
nm0000204,Natalie Portman,1981,NA,"actress,producer,soundtrack","tt0434409,tt0110413,tt0376541,tt0947798"
nm0001291,Rupert Graves,1963,NA,"actor,writer,director","tt0093512,tt0434409,tt0795368,tt0091867"
nm0001653,Stephen Rea,1946,NA,"actor,writer","tt1496025,tt0434409,tt0110148,tt0104036"
nm0574625,James McTeigue,NA,NA,"director,assistant_director,miscellaneous","tt0434409,tt1486192,tt0133093,tt3247714"
nm2331222,David Lloyd,1950,NA,"writer,actor,art_department","tt5338592,tt1599373,tt4544930,tt0434409"
nm0384294,Grant Hill,NA,NA,"producer,production_manager,location_management","tt0478304,tt0120863,tt0120338,tt1371111"
nm0004637,Harry Keramidas,1940,NA,"editor,editorial_department,sound_department","tt0096874,tt0088763,tt0118884,tt0113492"
nm0000150,Michael J. Fox,1961,NA,"actor,producer,miscellaneous","tt0116365,tt0099088,tt0096874,tt0088763"
nm0000502,Christopher Lloyd,1938,NA,"actor,soundtrack","tt0096438,tt0106220,tt0088763,tt0088930"
nm0000670,Lea Thompson,1961,NA,"actress,producer,director","tt0094006,tt0096874,tt0091225,tt0088763"
nm0000417,Crispin Glover,1964,NA,"actor,soundtrack,producer","tt0310357,tt0088763,tt0091860,tt1729632"
nm0301826,Bob Gale,1951,NA,"writer,director,producer","tt0165832,tt0088763,tt0096874,tt0099088"
nm0134635,Neil Canton,1948,NA,"producer,miscellaneous","tt0165832,tt0113845,tt0088763,tt0208988"
nm0005678,Dean Cundey,1946,NA,"cinematographer,camera_department,miscellaneous","tt0107290,tt0096438,tt0082340,tt0112384"
nm0000606,Jean Reno,1948,NA,actor,"tt0122690,tt0281364,tt0095250,tt0110413"
nm0000732,Danny Aiello,1933,NA,"actor,producer,soundtrack","tt0093565,tt0102070,tt0097216,tt0110413"
nm0000108,Luc Besson,1959,NA,"writer,producer,director","tt0119116,tt2872732,tt0100263,tt0110413"
nm0785385,Éric Serra,1959,NA,"music_department,composer,soundtrack","tt0110413,tt0119116,tt0113189,tt0095250"
nm0005636,Thierry Arbogast,1957,NA,"cinematographer,camera_department","tt0100263,tt0110413,tt0119116,tt0228786"
nm0484981,Sylvie Landra,NA,NA,"editor,producer,editorial_department","tt0327554,tt0151137,tt0110413,tt0119116"
nm0917942,Dan Weil,NA,NA,"production_designer,art_director,art_department","tt0119116,tt0365737,tt0258463,tt0100263"
nm0233827,Dody Dorn,1955,NA,"editor,producer,sound_department","tt0278504,tt2713180,tt0209144,tt0096754"
nm0000216,Arnold Schwarzenegger,1947,NA,"actor,producer,director","tt0093773,tt0116213,tt0216216,tt0103064"
nm0000157,Linda Hamilton,1956,NA,actress,"tt0092319,tt0088247,tt0118928,tt0103064"
nm0001598,Robert Patrick,1958,NA,"actor,producer","tt0103064,tt0105793,tt0305357,tt0133751"
nm0936537,William Wisher,NA,NA,"writer,actor,producer","tt0337978,tt0103064,tt0088247,tt0113492"
nm0006075,Brad Fiedel,1951,NA,"music_department,composer,soundtrack","tt0088247,tt0103064,tt0111503,tt0113481"
nm0004229,Adam Greenberg,1939,NA,"cinematographer,camera_department,miscellaneous","tt0088247,tt0103064,tt0093605,tt0099653"
nm0774817,Thelma Schoonmaker,1940,NA,"editor,editorial_department,miscellaneous","tt0407887,tt0081398,tt0993846,tt0099685"
nm0000134,Robert De Niro,1943,NA,"actor,producer,soundtrack","tt0075314,tt0070379,tt0081398,tt0101540"
nm0000501,Ray Liotta,1954,NA,"actor,producer,soundtrack","tt0365686,tt0272207,tt0099685,tt0314123"
nm0000582,Joe Pesci,1943,NA,"actor,soundtrack","tt0099685,tt0081398,tt0104952,tt0112641"
nm0000966,Lorraine Bracco,1954,NA,"actress,producer,director","tt0112461,tt0099685,tt0104839,tt0141842"
nm0683380,Nicholas Pileggi,1933,NA,"writer,producer","tt0099685,tt0848535,tt0765429,tt0112641"
nm0005563,Irwin Winkler,1931,NA,"producer,writer,director","tt3076658,tt0075148,tt0099685,tt0264796"
nm0000841,Michael Ballhaus,1935,2017,"cinematographer,director,camera_department","tt0106226,tt0103874,tt0099685,tt0407887"
nm0477158,James Y. Kwei,NA,NA,"editor,editorial_department,producer","tt0091499,tt0088680,tt0112641,tt0099685"
nm0849222,Yohei Taneda,NA,NA,"production_designer,art_director","tt0266697,tt1410063,tt3460252,tt3398268"
nm0001016,David Carradine,1936,2009,"actor,producer,soundtrack","tt0490086,tt0072856,tt0074235,tt0378194"
nm0000435,Daryl Hannah,1960,NA,"actress,producer,soundtrack","tt0088161,tt0094291,tt0378194,tt0266697"
nm0000514,Michael Madsen,1957,NA,"actor,producer,writer","tt0105236,tt0114508,tt0266697,tt3460252"
nm0753526,RZA,1969,NA,"soundtrack,actor,composer","tt1053424,tt0165798,tt0765429,tt1258972"
nm0270665,Danielle Feinberg,NA,NA,"visual_effects,cinematographer,animation_department","tt2380307,tt2096673,tt0317705,tt0910970"
nm0123785,Ben Burtt,1948,NA,"sound_department,editor,miscellaneous","tt0076759,tt0120915,tt1650062,tt0910970"
nm2264184,Elissa Knight,1975,NA,"actress,miscellaneous","tt1049413,tt2096673,tt0317219,tt0910970"
nm0307531,Jeff Garlin,1962,NA,"actor,producer,director","tt0910970,tt1862079,tt1038919,tt0264235"
nm0929609,Fred Willard,1939,NA,"actor,soundtrack,writer","tt0910970,tt0366551,tt0218839,tt0357413"
nm0004056,Andrew Stanton,1965,NA,"writer,actor,producer","tt0910970,tt2277860,tt0120623,tt0266543"
nm0230032,Pete Docter,1968,NA,"writer,director,producer","tt2096673,tt0198781,tt1049413,tt0910970"
nm0714114,Jim Reardon,NA,NA,"assistant_director,animation_department,writer","tt0910970,tt1772341,tt2948356,tt0096697"
nm0606640,Jim Morris,NA,NA,"visual_effects,miscellaneous,producer","tt0910970,tt0096754,tt0107290,tt0401729"
nm0191896,Howard Cummings,NA,NA,"production_designer,producer,art_director","tt1598778,tt0480249,tt1291580,tt0116908"
nm0000321,Gabriel Byrne,1950,NA,"actor,producer,writer","tt0145531,tt0100150,tt0114814,tt0146675"
nm0001590,Chazz Palminteri,1952,NA,"actor,writer,producer","tt0106489,tt0114814,tt0109348,tt3569230"
nm0000286,Stephen Baldwin,1966,NA,"actor,producer,director","tt0114814,tt0115683,tt0158622,tt0486583"
nm0001741,Bryan Singer,1965,NA,"producer,director,writer","tt1877832,tt0348150,tt0120903,tt0114814"
nm0003160,Christopher McQuarrie,1968,NA,"writer,producer,director","tt0114814,tt1631867,tt4912910,tt2345759"
nm0568120,Michael McDonnell,NA,NA,"producer,assistant_director,miscellaneous","tt0119141,tt0146336,tt0120008,tt0114814"
nm0653211,John Ottman,1964,NA,"composer,music_department,soundtrack","tt0985699,tt0114814,tt0290334,tt0348150"
nm0005875,Newton Thomas Sigel,1955,NA,"cinematographer,camera_department,director","tt3385516,tt0780504,tt0114814,tt0120188"
nm0742475,Steven Rosenblum,NA,NA,"editor,editorial_department,director","tt0450259,tt0097441,tt0325710,tt0112573"
nm0000154,Mel Gibson,1956,NA,"actor,producer,director","tt0117438,tt0104714,tt0112573,tt0286106"
nm0000521,Sophie Marceau,1966,NA,"actress,director,writer","tt0082100,tt0112573,tt0143145,tt1194616"
nm0001526,Patrick McGoohan,1928,2009,"actor,producer,director","tt0079116,tt0112573,tt1466074,tt0061287"
nm0005171,Angus Macfadyen,1963,NA,"actor,writer,director","tt0238380,tt1389137,tt0112573,tt0890870"
nm0908824,Randall Wallace,1949,NA,"writer,producer,director","tt0213149,tt0277434,tt0120744,tt0112573"
nm0202704,Bruce Davey,NA,NA,"producer,music_department,actor","tt2119532,tt0112573,tt0335345,tt0465580"
nm0480440,Alan Ladd Jr.,1937,NA,"miscellaneous,producer,executive","tt0083658,tt0112573,tt0076759,tt0082869"
nm0001799,John Toll,1952,NA,"cinematographer,camera_department,producer","tt0112573,tt1371111,tt0120863,tt0325710"
nm0000983,Albert Brooks,1947,NA,"actor,writer,director","tt0780504,tt0101698,tt0092699,tt0089504"
nm0001122,Ellen DeGeneres,1958,NA,"producer,writer,actress","tt0266543,tt2796782,tt0379623,tt0108761"
nm1071252,Alexander Gould,1994,NA,actor,"tt0460681,tt0266543,tt0462346,tt0439100"
nm0000353,Willem Dafoe,1955,NA,"actor,soundtrack,producer","tt0145487,tt2278388,tt0189998,tt5649144"
nm0881279,Lee Unkrich,1967,NA,"editorial_department,editor,miscellaneous","tt0435761,tt0266543,tt0120363,tt2380307"
nm0677037,Bob Peterson,1961,NA,"actor,miscellaneous,writer","tt0198781,tt1049413,tt1453405,tt0266543"
nm0721675,David Reynolds,NA,NA,"writer,actor,miscellaneous","tt0120917,tt0230011,tt0266543,tt0120762"
nm0910237,Graham Walters,NA,NA,"visual_effects,producer,production_manager","tt0120623,tt0266543,tt0105629,tt0114709"
nm0498278,Stan Lee,1922,2018,"producer,writer,actor","tt1825683,tt1211837,tt2250912,tt3896198"
nm0000569,Gwyneth Paltrow,1972,NA,"actress,soundtrack,producer","tt1300854,tt0371746,tt0138097,tt0120148"
nm0005024,Terrence Howard,1969,NA,"actor,soundtrack,producer","tt0371746,tt0430105,tt0410097,tt0375679"
nm0000313,Jeff Bridges,1949,NA,"actor,soundtrack,producer","tt0118715,tt1263670,tt1403865,tt2582782"
nm0269463,Jon Favreau,1966,NA,"producer,actor,miscellaneous","tt4154796,tt0117802,tt0371746,tt2883512"
nm1318843,Mark Fergus,NA,NA,"writer,producer,director","tt0206634,tt0409847,tt3230854,tt0371746"
nm1319757,Hawk Ostby,NA,NA,"writer,producer","tt0409847,tt0206634,tt0371746,tt3230854"
nm1436466,Art Marcum,NA,NA,writer,"tt2283336,tt0450314,tt0371746,tt3371366"
nm0391344,Matt Holloway,NA,NA,"writer,miscellaneous,sound_department","tt0450314,tt3371366,tt0371746,tt2283336"
nm0549658,Richard Marquand,1937,1987,"director,producer,writer","tt1043199,tt0089360,tt0086190,tt0107711"
nm0443599,Howard G. Kazanjian,1942,NA,"producer,assistant_director,miscellaneous","tt0106697,tt0213446,tt0086190,tt0082971"
nm0435457,Jean-Claude Kalache,NA,NA,"camera_department,cinematographer,visual_effects","tt1979376,tt0317219,tt1049413,tt0266543"
nm0000799,Edward Asner,1929,NA,"actor,soundtrack,producer","tt0319343,tt1049413,tt0065314,tt0102138"
nm2973712,Jordan Nagai,2000,NA,actor,"tt0096697,tt1049413,tt1642602,tt1485814"
nm0001652,John Ratzenberger,1947,NA,"actor,director,soundtrack","tt0910970,tt0083399,tt0114709,tt0317705"
nm0001626,Christopher Plummer,1929,NA,"actor,soundtrack,producer","tt0140352,tt1532503,tt5294550,tt3704050"
nm0565336,Tom McCarthy,1966,NA,"actor,producer,writer","tt0340377,tt1606392,tt0857191,tt1895587"
nm0729304,Jonas Rivera,NA,NA,"producer,miscellaneous,actor","tt1049413,tt2096673,tt0317219,tt1979376"
nm0315974,Michael Giacchino,1967,NA,"composer,soundtrack,music_department","tt3450958,tt0382932,tt0796366,tt2096673"
nm0560329,Burny Mattinson,1935,NA,"writer,animation_department,miscellaneous","tt0103639,tt0091149,tt0114148,tt0101414"
nm0000111,Matthew Broderick,1962,NA,"actor,soundtrack,director","tt0091042,tt0115798,tt0395251,tt0086567"
nm0000460,Jeremy Irons,1948,NA,"actor,soundtrack,producer","tt2094766,tt2975590,tt0094964,tt0110357"
nm0000469,James Earl Jones,1931,NA,"actor,soundtrack","tt0082198,tt3748528,tt0099810,tt0086190"
nm0000155,Whoopi Goldberg,1955,NA,"actress,producer,writer","tt0108147,tt0088939,tt0105417,tt0099653"
nm0021249,Roger Allers,1949,NA,"writer,art_department,director","tt0110357,tt0084827,tt0101414,tt0103639"
nm0591450,Rob Minkoff,1962,NA,"producer,director,animation_department","tt0095776,tt0865556,tt0243585,tt0110357"
nm0575293,Irene Mecchi,1949,NA,"writer,miscellaneous,soundtrack","tt0116583,tt0110357,tt1217209,tt0119282"
nm0731271,Jonathan Roberts,NA,NA,"producer,writer,miscellaneous","tt0116583,tt0110357,tt0198781,tt0116683"
nm0941314,Linda Woolverton,1952,NA,"writer,miscellaneous,actress","tt1587310,tt2771200,tt0110357,tt0101414"
nm0005714,Tak Fujimoto,1939,NA,"cinematographer,camera_department,actor","tt0102926,tt0076759,tt0167404,tt0368008"
nm0005286,Haley Joel Osment,1988,NA,"actor,soundtrack,producer","tt0223897,tt0212720,tt0327137,tt0167404"
nm0001057,Toni Collette,1972,NA,"actress,producer,soundtrack","tt7784604,tt0449059,tt0276751,tt0110598"
nm0931404,Olivia Williams,1968,NA,"actress,soundtrack","tt0128445,tt1174732,tt1139328,tt0167404"
nm0796117,M. Night Shyamalan,1970,NA,"producer,writer,director","tt0167404,tt0368447,tt0452637,tt0286106"
nm0005086,Kathleen Kennedy,1953,NA,"producer,miscellaneous,executive","tt0421715,tt0286106,tt0107290,tt0983193"
nm0550881,Frank Marshall,1946,NA,"producer,miscellaneous,director","tt0286106,tt0082971,tt0112715,tt0421715"
nm0578814,Barry Mendel,1963,NA,producer,"tt1478338,tt5462602,tt0167404,tt0408306"
nm0006133,James Newton Howard,1951,NA,"music_department,composer,soundtrack","tt0372784,tt1392170,tt0468569,tt0360717"
nm0902129,Burkhard von Dallwitz,1959,NA,"composer,music_department,soundtrack","tt1119176,tt0306307,tt0120382,tt1023114"
nm0000120,Jim Carrey,1962,NA,"actor,writer,producer","tt0120382,tt0338013,tt0315327,tt0109040"
nm0000438,Ed Harris,1950,NA,"actor,producer,director","tt0183659,tt0120382,tt0112384,tt0800308"
nm0001473,Laura Linney,1964,NA,"actress,producer,miscellaneous","tt0203230,tt0362269,tt0775529,tt1515193"
nm0001187,Noah Emmerich,1965,NA,"actor,director","tt0120382,tt0404203,tt1520211,tt2149175"
nm0001837,Peter Weir,1944,NA,"director,writer,producer","tt0097165,tt0120382,tt0090329,tt0311113"
nm0629272,Andrew Niccol,1964,NA,"writer,director,producer","tt0120382,tt1637688,tt0119177,tt5397194"
nm0271026,Edward S. Feldman,1929,NA,"producer,miscellaneous","tt0120382,tt0090329,tt0093605,tt0091129"
nm0748784,Scott Rudin,1958,NA,"producer,miscellaneous,casting_director","tt0477348,tt0120382,tt4925292,tt1285016"
nm0775443,Adam Schroeder,NA,NA,"producer,executive","tt1706593,tt0112697,tt0162661,tt0120382"
nm0000140,Michael Douglas,1944,NA,"actor,producer,soundtrack","tt0103772,tt0094291,tt1291580,tt0093010"
nm0001221,Louise Fletcher,1934,NA,actress,"tt0106145,tt0093036,tt0139134,tt0073486"
nm0760225,Will Sampson,1933,1987,actor,"tt0076915,tt0075029,tt0073486,tt0091778"
nm0077720,Michael Berryman,1948,NA,"actor,producer,transportation_department","tt0090305,tt0077681,tt0073486,tt0395584"
nm0001232,Milos Forman,1932,2018,"director,writer,actor","tt0117318,tt0079261,tt0086879,tt0073486"
nm0369142,Lawrence Hauben,1931,1985,"actor,writer","tt0063955,tt0062138,tt0073486,tt0331408"
nm0325743,Bo Goldman,1932,NA,"writer,producer,soundtrack","tt0073486,tt0119643,tt0105323,tt0081150"
nm0450181,Ken Kesey,1935,2001,"writer,actor,director","tt0111522,tt0067774,tt0073486,tt0075336"
nm0913670,Dale Wasserman,1914,2008,"writer,producer,soundtrack","tt0052365,tt0046587,tt0073486,tt0050013"
nm0000172,Harvey Keitel,1939,NA,"actor,producer,soundtrack","tt0103759,tt2278388,tt0110912,tt0105236"
nm0000619,Tim Roth,1961,NA,"actor,producer,soundtrack","tt3460252,tt0110912,tt0114287,tt0133152"
nm0001606,Chris Penn,1965,2006,"actor,producer,director","tt0108122,tt0108399,tt0105236,tt0087277"
nm0109726,Jon Brion,1963,NA,"composer,soundtrack,music_department","tt0838283,tt0338013,tt0272338,tt1386588"
nm0929489,Tom Wilkinson,1948,NA,"actor,soundtrack","tt0247425,tt0119164,tt0465538,tt2278388"
nm0004423,Gerry Robert Byrne,NA,NA,"production_manager,actor,producer","tt0388795,tt1327773,tt0217505,tt0903657"
nm0327273,Michel Gondry,1963,NA,"director,producer,writer","tt0338013,tt0799934,tt1618445,tt0354899"
nm0442109,Charlie Kaufman,1958,NA,"writer,producer,miscellaneous","tt2401878,tt0338013,tt0383028,tt0120601"
nm1410028,Pierre Bismuth,1953,NA,"writer,director,actor","tt6501928,tt2644044,tt0429487,tt0338013"
nm0106835,Anthony Bregman,NA,NA,"producer,production_manager,actor","tt0383028,tt1100089,tt3316948,tt0338013"
nm0326512,Steve Golin,1955,2019,"producer,actor,executive","tt0120601,tt1663202,tt0338013,tt1895587"
nm0432725,Junkie XL,1967,NA,"soundtrack,composer,music_department","tt1392190,tt1895315,tt0437086,tt1571234"
nm0005351,Ryan Reynolds,1976,NA,"actor,producer,soundtrack","tt0458525,tt5463162,tt1431045,tt1462758"
nm1072555,Morena Baccarin,1979,NA,actress,"tt0379786,tt1431045,tt1307824,tt5463162"
nm2554352,T.J. Miller,1981,NA,"actor,writer,producer","tt1431045,tt2575988,tt2245084,tt1060277"
nm4534098,NA,NA,NA,NA,NA
nm1783265,Tim Miller,NA,NA,"director,writer,visual_effects","tt0425410,tt1981115,tt1431045,tt9561862"
nm1014201,Rhett Reese,NA,NA,"writer,producer,miscellaneous","tt1156398,tt5463162,tt1431045,tt1583421"
nm1116660,Paul Wernick,NA,NA,"producer,writer,director","tt1431045,tt1156398,tt5442430,tt1583421"
nm1334526,Simon Kinberg,1973,NA,"producer,writer,director","tt3659388,tt1877832,tt3315342,tt1502712"
nm0795682,Lauren Shuler Donner,1949,NA,"producer,actress,camera_department","tt0128853,tt0110478,tt1431045,tt3315342"
nm0000261,Karen Allen,1951,NA,"actress,director,soundtrack","tt0077975,tt0088172,tt0082971,tt0367882"
nm0293550,Paul Freeman,1943,NA,actor,"tt0425112,tt1020558,tt0113820,tt0082971"
nm0722636,John Rhys-Davies,1944,NA,"actor,producer,writer","tt0167261,tt0082971,tt0167260,tt0120737"
nm0442241,Philip Kaufman,1936,NA,"writer,director,producer","tt0082971,tt0086197,tt0077745,tt0096332"
nm0169505,Joel Cohen,NA,NA,"writer,actor,producer","tt0349205,tt0356634,tt0114709,tt0119695"
nm0000741,Tim Allen,1953,NA,"actor,producer,miscellaneous","tt0177789,tt0114709,tt0111070,tt0101120"
nm0725543,Don Rickles,1926,2017,"actor,soundtrack","tt0120363,tt0112641,tt0065938,tt0114709"
nm0001815,Jim Varney,1949,2000,"actor,writer,soundtrack","tt0230011,tt0092974,tt0114709,tt0120363"
nm0005124,John Lasseter,1957,NA,"producer,writer,director","tt0120363,tt0114709,tt0120623,tt0317219"
nm0710020,Joe Ranft,1960,2005,"actor,writer,art_department","tt0120623,tt0114709,tt0120363,tt0317219"
nm2225369,Jennifer Lawrence,1990,NA,"actress,soundtrack,producer","tt1270798,tt1800241,tt1045658,tt1392170"
nm1242688,Josh Hutcherson,1992,NA,"actor,producer,soundtrack","tt1951264,tt1392170,tt0842926,tt1951266"
nm2955013,Liam Hemsworth,1990,NA,"actor,miscellaneous","tt1392170,tt1628841,tt1951264,tt1951265"
nm0001804,Stanley Tucci,1960,NA,"actor,producer,director","tt1135503,tt0115678,tt1895587,tt0458339"
nm0002657,Gary Ross,1956,NA,"writer,producer,director","tt0120789,tt0329575,tt1392170,tt0094737"
nm1056741,Suzanne Collins,1962,NA,"writer,miscellaneous,producer","tt1951265,tt1392170,tt1951264,tt1951266"
nm0712753,Billy Ray,NA,NA,"writer,director,producer","tt1535109,tt4530422,tt1392170,tt0323944"
nm1749221,Nina Jacobson,NA,NA,"producer,miscellaneous","tt1563738,tt3104988,tt1392170,tt1951265"
nm0453091,Jon Kilik,1956,NA,"producer,assistant_director,production_manager","tt0449467,tt0401383,tt1392170,tt1100089"
nm1589312,Christian Serratos,1990,NA,"actress,soundtrack",tt1520211
nm0511088,Andrew Lincoln,1973,NA,"actor,director,soundtrack","tt0280330,tt0314331,tt0435937,tt1520211"
nm0005342,Norman Reedus,1969,NA,"actor,producer,miscellaneous","tt0144117,tt1300851,tt0187738,tt1520211"
nm0564350,Melissa McBride,1965,NA,"actress,casting_director","tt1867091,tt1520211,tt0884328,tt0238924"
nm1775091,Danai Gurira,1978,NA,actress,"tt1825683,tt4154796,tt0857191,tt4154756"
nm1764891,Angela Kang,NA,NA,"producer,writer","tt1520211,tt1597147,tt1493239,tt0427335"
nm1659348,Lauren Cohan,1982,NA,"actress,soundtrack","tt3882082,tt2975590,tt0402894,tt4560436"
nm3385128,Chandler Riggs,1999,NA,"actor,soundtrack","tt1194263,tt1520211,tt2481496,tt0437745"
